UNIQIDNEW	KID_WT	kid_ok	kidecon	kidage	laschool	centre_t	type1	type2	type3	distschl
7519112071	.1	1	7	2	 	Local Authority	Primary	0	0	.046690470119715
7530338191	.89	1	7	1	 	Local Authority	Primary	0	0	.441140567166521
7538297618	.48	1	7	4	 	Local Authority	0	Secondary	0	11.103596264274
7541448036	.66	1	7	4	 	Local Authority	0	Secondary	0	2.0645120488871
7561889630	.33	1	7	4	 	Local Authority	0	Secondary	0	4.54614737992512
7567500337	.57	1	7	1	 	Local Authority	Primary	0	0	.771311869479525
7572721745	.33	1	7	4	 	Local Authority	0	Secondary	0	4.00312003317412
7584734763	.37	1	7	4	 	Local Authority	0	Secondary	0	1.07419784025104
7596115823	1.15	1	7	1	 	Local Authority	Primary	0	0	.5663965042265
7609482225	1.44	1	7	1	 	Local Authority	Primary	0	0	.34300145772285
7613746453	2	1	7	4	 	Local Authority	0	Secondary	0	3.9472676625737
7618655487	.3	1	7	4	 	Local Authority	0	Secondary	0	5.13596339550819
7618750915	.48	1	7	4	 	Local Authority	0	Secondary	0	.883178917320834
7624886105	1.51	1	7	4	 	Local Authority	0	Secondary	0	3.1632088138471
7637017662	1.65	1	7	4	 	Independent	Primary	0	0	2.14084095625995
7637788425	.83	1	7	4	 	Local Authority	0	Secondary	0	.760566236431779
7638421333	2.08	1	7	1	 	Local Authority	Primary	0	0	.219494874655423
7640555337	.72	1	7	1	 	 	 	 	 	 
7642674748	.86	1	7	2	 	Local Authority	Primary	0	0	.673772216702351
7645850339	2.35	1	7	3	 	Local Authority	Primary	0	0	.981165123717716
7648700880	.87	1	7	4	 	Local Authority	0	Secondary	0	10.2303600132156
7659972258	1.53	1	7	2	 	Local Authority	Primary	0	0	3.68532576579059
7664495683	.82	1	7	4	 	Local Authority	0	Secondary	0	7.76470076693236
7679247902	.68	1	7	3	 	Local Authority	0	Secondary	0	2.11243579784097
7681459574	.76	1	7	4	 	Local Authority	0	Secondary	0	5.32894285951726
7683481308	.43	1	7	4	 	Local Authority	0	Secondary	0	.875938924811542
7683512517	.76	1	7	4	 	Local Authority	0	0	Special	12.2753786906963
7687452654	.57	1	7	4	 	 	 	 	 	 
7691738093	.94	1	7	3	 	Local Authority	0	Secondary	0	1.57242487896879
7692855349	.2	1	7	4	 	Local Authority	0	Secondary	0	1.31476842067339
7700399300	.66	1	7	4	 	Local Authority	0	Secondary	0	1.21293445824579
7710953489	.78	1	7	4	 	Local Authority	0	Secondary	0	5.01953991915594
7722542858	.9	1	7	3	 	Local Authority	0	Secondary	0	8.68848064968784
7733843252	1.4	1	7	3	 	Local Authority	Primary	0	0	.75148719217296
7741198586	1.74	1	7	4	 	Local Authority	0	Secondary	0	2.27693324451992
7749223499	.8	1	7	2	 	Local Authority	Primary	0	0	.723857030082599
7749588345	.65	1	7	1	 	Local Authority	Primary	0	0	1.10701851836363
7751970235	.65	1	7	3	 	Local Authority	0	0	Special	30.6038919910524
7764747040	.48	1	7	4	 	Local Authority	0	Secondary	0	2.52055430411646
7766433800	.81	1	7	3	 	Local Authority	Primary	0	0	1.12777657361731
7774090650	1.59	1	7	4	 	Local Authority	0	Secondary	0	12.8595989050981
7777087292	.57	1	7	1	 	Independent	Primary	0	0	1.26036066266764
7779006860	.78	1	7	4	 	Local Authority	0	Secondary	0	4.06422993936121
7781859654	.57	1	7	1	 	Local Authority	Primary	0	0	.188066477608318
7795977219	.84	1	7	2	 	Local Authority	Primary	0	0	.509824479600578
7809924678	.68	1	7	2	 	Local Authority	Primary	0	0	1.05028805572567
7810610975	.41	1	7	4	 	Local Authority	0	Secondary	0	2.79631829375699
7811269923	1.29	1	7	3	 	Local Authority	0	Secondary	0	.321080986668473
7822016673	.66	1	7	1	 	Local Authority	Primary	0	0	5.56748066902796
7833574316	1.15	1	7	3	 	Local Authority	Primary	0	0	.669540887474395
7853863006	.83	1	7	4	 	Local Authority	0	Secondary	0	3.03519785187062
7857139031	.4	1	7	3	 	Local Authority	Primary	0	0	1.14326943456038
7858996749	.86	1	7	2	 	Local Authority	Primary	0	0	.902972867809438
7864083419	1.53	1	7	4	 	Local Authority	0	Secondary	0	.603193169722602
7865291684	1.8	1	7	3	 	Local Authority	Primary	0	0	2.98505427086343
7882258118	.76	1	7	4	 	Independent	Primary	Secondary	0	2.70180532237243
7898247605	1.24	1	7	3	 	Local Authority	Primary	0	0	.416601728272939
7902066619	.8	1	7	1	 	Local Authority	Primary	0	0	1.14132598323178
7911468478	.1	1	7	2	 	Local Authority	Primary	0	0	2.42007789130846
7913135215	1.68	1	7	4	 	Local Authority	0	Secondary	0	11.943735303497
7913724300	.13	1	7	4	 	Local Authority	0	Secondary	0	6.73194065630409
7915154313	.8	1	7	3	 	Local Authority	Primary	0	0	1.2530143654404
7925635925	.59	1	7	2	 	Local Authority	Primary	0	0	.314014330883162
7933047497	.48	1	7	4	 	Local Authority	0	Secondary	0	1.8920953992862
7940295538	.4	1	7	2	 	Local Authority	Primary	0	0	.28452416417591
7942082662	.72	1	7	1	 	Local Authority	Primary	0	0	.35305098781904
7948106992	.76	1	7	3	 	Local Authority	0	0	Special	4.69787441296593
7993969828	1.1	1	7	3	 	Local Authority	Primary	0	0	.347028817247214
8002236843	1.68	1	7	4	 	Local Authority	0	Secondary	0	.908542238974061
8004694231	.66	1	7	1	 	Local Authority	Primary	0	0	.167191506961329
8006090717	.76	1	7	4	 	Local Authority	0	Secondary	0	3.1106414129565
8015373218	1.68	1	7	4	 	Local Authority	0	Secondary	0	3.45713204838924
8016200042	.82	1	7	4	 	Local Authority	0	Secondary	0	1.69977439679506
8018303629	.75	1	7	4	 	Local Authority	0	Secondary	0	10.9161550007317
8030418581	1.9	1	7	3	 	Local Authority	0	Secondary	0	1.29212886354264
8034628736	1.53	1	7	3	 	Local Authority	Primary	0	0	.873203870811393
8042018557	1.2	1	7	1	 	Local Authority	Primary	0	0	.278919343180067
8042672406	.75	1	7	4	 	Local Authority	0	Secondary	0	.751870334565741
8048762865	.84	1	7	4	 	Independent	Primary	Secondary	0	17.2609293492558
8062878334	.77	1	7	2	 	Local Authority	Primary	0	0	.61210865048617
8064053929	1.9	1	7	3	 	Local Authority	Primary	0	0	3.10423001725065
8070110604	.71	1	7	4	 	Local Authority	0	Secondary	0	.981264999885352
8071743156	.65	1	7	3	 	 	 	 	 	 
8075451729	1.32	1	7	2	 	Local Authority	Primary	0	0	2.47359050774375
8084673480	1.6	1	7	2	 	Local Authority	Primary	0	0	7.31847695904004
8094308050	.82	1	7	4	 	Local Authority	0	Secondary	0	2.92799402321794
8111735577	.86	1	7	2	 	Local Authority	Primary	0	0	.736980325381892
8113658884	.78	1	7	3	 	Local Authority	0	Secondary	0	.812711510931154
8121731215	1.18	1	7	3	 	Local Authority	Primary	0	0	.947435485930309
8122532241	.7	1	7	3	 	 	 	 	 	 
8125028041	.26	1	7	1	 	Local Authority	Primary	0	0	1.21897333851073
8130476204	.33	1	7	4	 	Local Authority	0	Secondary	0	.543415126767741
8130632778	.75	1	7	3	 	Local Authority	0	Secondary	0	2.13720495039666
8132207603	1.16	1	7	1	 	Local Authority	Primary	0	0	.581853933560649
8137848107	.72	1	7	1	 	Local Authority	Primary	0	0	.912956187338692
8150009279	.83	1	7	2	 	Local Authority	Primary	0	0	2.62247917055598
8153304462	1.71	1	7	2	 	 	 	 	 	 
8159909010	.42	1	7	4	 	Local Authority	0	Secondary	0	10.4174786296877
8162575662	.78	1	7	4	 	 	 	 	 	 
8168958239	2.87	1	7	1	 	Local Authority	Primary	0	0	.535728476002536
8176215998	.32	1	7	3	 	 	 	 	 	 
8178886314	1.1	1	7	3	 	Local Authority	Primary	0	0	.38100524930767
8193340687	1	1	7	4	 	Local Authority	0	Secondary	0	2.43646814056741
8194280485	.84	1	7	4	 	Local Authority	0	Secondary	0	1.14964429281409
8208181159	.66	1	7	2	 	Local Authority	Primary	0	0	.276003623164624
8213171865	.27	1	7	4	 	 	 	 	 	 
8214270691	1.13	1	7	4	 	Local Authority	0	Secondary	0	1.73140434330055
8233157824	1.59	1	7	4	 	Local Authority	0	Secondary	0	.850325231896596
8233978734	1.18	1	7	2	 	Local Authority	Primary	0	0	.851279037683884
8238940741	.26	1	7	1	 	Local Authority	Primary	0	0	.759121861100048
8244571173	.94	1	7	2	 	Local Authority	Primary	0	0	4.14065526215356
8247420228	.65	1	7	1	 	Local Authority	Primary	0	0	.554707129934347
8254815670	.75	1	7	4	 	Local Authority	0	Secondary	0	11.3602625409803
8257277747	.86	1	7	2	 	Local Authority	Primary	0	0	.1780028089666
8261221824	.16	1	7	4	 	Local Authority	0	Secondary	0	.684623254060217
8262593722	.76	1	7	4	 	Local Authority	0	Secondary	0	2.93883276148882
8266005823	1.19	1	7	2	 	Local Authority	Primary	0	0	.434108281422965
8267097230	.43	1	7	4	 	Local Authority	0	Secondary	0	.506422748304221
8271455745	1.68	1	7	1	 	Local Authority	Primary	0	0	1.68860682220581
8271527401	1.28	1	7	2	 	Local Authority	Primary	0	0	.971573980713769
8272285391	.65	1	7	1	 	Local Authority	Primary	0	0	.701679413977637
8280579633	1.6	1	7	1	 	Local Authority	Primary	0	0	.38536865466719
8281744750	2.3	1	7	2	 	Local Authority	Primary	0	0	.0830060238777885
8282246882	.57	1	7	1	 	Local Authority	Primary	0	0	.551264002089743
8285906626	1.1	1	7	3	 	Local Authority	Primary	0	0	.107056060080689
8287689913	.82	1	7	4	 	Independent	0	Secondary	0	2.05860243854903
8288356014	.84	1	7	4	 	Local Authority	0	Secondary	0	1.40002285695627
8304515238	.49	1	7	4	 	Local Authority	0	Secondary	0	.833829718827531
8310187603	1.8	1	7	3	 	Local Authority	Primary	0	0	.162692962355475
8322261650	.16	1	7	3	 	Local Authority	Primary	Secondary	0	.636013364639455
8330107647	.87	1	7	4	 	Local Authority	0	Secondary	0	7.60957640082548
8330911546	1.46	1	7	1	 	Local Authority	Primary	0	0	.548716684637892
8346126177	.84	1	7	4	 	Local Authority	0	Secondary	0	.354090383941727
8346663815	2.61	1	7	4	 	Local Authority	0	Secondary	0	1.54563643849387
8358495049	.83	1	7	2	 	 	 	 	 	 
8365765446	.69	1	7	4	 	Local Authority	0	Secondary	0	1.64455221869055
8376270411	.1	1	7	4	 	Local Authority	0	Secondary	0	.916856041044612
8378160325	2.29	1	7	4	 	 	 	 	 	 
8381691351	.75	1	7	3	 	Local Authority	Primary	0	0	2.5075775162495
8387287780	2.08	1	7	3	 	Local Authority	Primary	0	0	.706884007458084
8393071102	1.66	1	7	2	 	Local Authority	Primary	0	0	.35525906040522
8398961503	.14	1	7	2	 	Local Authority	Primary	0	0	.355787858140213
8399041052	1.32	1	7	4	 	 	 	 	 	 
8399473544	.84	1	7	4	 	Local Authority	0	Secondary	0	3.96757066729756
8410345190	1.8	1	7	3	 	Local Authority	Primary	0	0	1.06831643252362
8410454629	1.1	1	7	3	 	Local Authority	Primary	0	0	0
8414685004	.42	1	7	2	 	Local Authority	Primary	0	0	.0756637297521078
8429182302	.2	1	7	4	 	Local Authority	0	Secondary	0	11.9835689592041
8429982363	.41	1	7	4	 	Local Authority	0	Secondary	0	3.34219149660818
8430278943	.16	1	7	4	 	Local Authority	0	Secondary	0	12.1106152197153
8432989772	.42	1	7	2	 	Local Authority	Primary	0	0	.252438111227287
8433714383	.41	1	7	2	 	Local Authority	Primary	0	0	.636920717201129
8438643980	.78	1	7	4	 	Local Authority	0	Secondary	0	1.5161164203319
8440742059	.52	1	7	2	 	Local Authority	Primary	0	0	.14677874505527
8442937657	2.08	1	7	3	 	 	 	 	 	 
8443161803	.68	1	7	2	 	Local Authority	Primary	0	0	1.50373568156109
8454972086	.96	1	7	4	 	Local Authority	0	Secondary	0	2.32017930341601
8460255437	1.31	1	7	4	 	Local Authority	0	Secondary	0	1.045
8468683939	1.66	1	7	2	 	Local Authority	Primary	0	0	.769064366616995
8470865804	1.82	1	7	3	 	Local Authority	Primary	0	0	8.25785401905362
8487138282	.18	1	7	2	 	Local Authority	Primary	0	0	.391760130692239
8491195523	1.04	1	7	1	 	Local Authority	Primary	0	0	1.09052693685209
8498403150	.76	1	7	1	 	 	 	 	 	 
8500092006	.92	1	7	1	 	Local Authority	Primary	0	0	.716755188331414
8504203450	1.95	1	7	2	 	Local Authority	Primary	0	0	1.46259529604057
8504756428	1.05	1	7	2	 	Local Authority	Primary	0	0	.322522867406328
8508386728	1.62	1	7	2	 	Local Authority	Primary	0	0	.599270389724038
8511198251	1.66	1	7	2	 	Local Authority	Primary	0	0	.230360586906702
8518119957	.57	1	7	4	 	Local Authority	0	Secondary	0	5.80091389351712
8533403458	1.74	1	7	4	 	Local Authority	0	Secondary	0	1.47199898097791
8535526306	.86	1	7	2	 	Local Authority	Primary	0	0	.200997512422418
8539230110	.14	1	7	1	 	Local Authority	Primary	0	0	2.11097323526377
8540962524	.48	1	7	4	 	 	 	 	 	 
8543994771	1.51	1	7	1	 	Local Authority	Primary	0	0	5.37493832522756
8546907841	1.04	1	7	1	 	 	 	 	 	 
8552157287	.41	1	7	4	 	Local Authority	0	Secondary	0	.618865090306442
8556834035	.76	1	7	3	 	Local Authority	0	Secondary	0	.52063230787188
8563341521	.1	1	7	4	 	Local Authority	0	Secondary	0	1.61096865270557
8566612778	.81	1	7	2	 	Local Authority	Primary	0	0	.180936452933067
8568620136	1.53	1	7	3	 	Independent	Primary	Secondary	0	45.1371423109616
8578111147	.76	1	7	4	 	Local Authority	0	Secondary	0	.409542427594505
8578186263	.87	1	7	4	 	Local Authority	0	Secondary	0	2.03943251910918
8582379473	.49	1	7	4	 	Local Authority	0	Secondary	0	4.78339962787974
8583449343	.72	1	7	1	 	Local Authority	Primary	0	0	10.6960518416844
8604610003	.18	1	7	2	 	Local Authority	Primary	0	0	.83900238378684
8608535243	.55	1	7	3	 	Local Authority	Primary	0	0	.748743614330032
8618016689	1.74	1	7	4	 	Local Authority	0	Secondary	0	.532902430093915
8622369980	.75	1	7	3	 	Local Authority	Primary	0	0	1.58516402936731
8625502451	.87	1	7	4	 	Local Authority	0	Secondary	0	1.64123429162323
8636377220	2.26	1	7	4	 	Local Authority	0	Secondary	0	1.7945531477223
8640060415	2.29	1	7	3	 	Local Authority	0	Secondary	0	.578860950488112
8650400293	1.02	1	7	3	 	Independent	Primary	Secondary	0	9.18081412511984
8652163832	1.32	1	7	1	 	Local Authority	Primary	0	0	.645408397838144
8654506825	.8	1	7	4	 	Local Authority	0	Secondary	0	2.22688751399796
8654954698	.78	1	7	1	 	Local Authority	Primary	0	0	.318215335896936
8658440708	1.53	1	7	4	 	Local Authority	0	Secondary	0	2.15516519088445
8667393112	.66	1	7	4	 	Local Authority	0	Secondary	0	1.3994570375685
8698703455	2.36	1	7	2	 	Local Authority	Primary	0	0	.266992509258219
8708976357	.1	1	7	4	 	Local Authority	Primary	Secondary	0	.778686072817538
8718728585	.92	1	7	1	 	Local Authority	Primary	0	0	.278485188115993
8719038562	.31	1	7	3	 	Local Authority	Primary	0	0	.278741816023359
8743888600	1.32	1	7	2	 	Local Authority	Primary	0	0	1.08114615108227
8749507833	.87	1	7	4	 	Local Authority	0	Secondary	0	3.30400136198519
8753024134	.09	1	7	2	 	Local Authority	Primary	0	0	2.25774245652599
8756807027	.4	1	7	3	 	Local Authority	0	Secondary	0	14.4542269250209
8762732534	.68	1	7	3	 	Local Authority	Primary	0	0	1.35981248707313
8767347526	.86	1	7	2	 	Local Authority	Primary	0	0	1.75320306867174
8772901827	.84	1	7	2	 	Local Authority	Primary	0	0	1.05791209464681
8773142033	1.89	1	7	4	 	Local Authority	0	Secondary	0	10.1463070128988
8775837281	.86	1	7	3	 	Local Authority	0	Secondary	0	6.97515834945702
8785945404	1.51	1	7	4	 	Local Authority	0	Secondary	0	13.1548342444897
8789315940	2.26	1	7	4	 	 	 	 	 	 
8792325299	.76	1	7	4	 	Local Authority	0	Secondary	0	.0994032192637643
8796530952	1.41	1	7	4	 	 	 	 	 	 
8803305830	.14	1	7	1	 	Local Authority	Primary	0	0	.388850871157569
8803844996	1.45	1	7	4	 	Local Authority	0	Secondary	0	1.69118301789014
8805111283	.2	1	7	2	 	Local Authority	Primary	Secondary	0	.675510177569517
8811254342	.86	1	7	2	 	Local Authority	Primary	0	0	1.07225463393729
8812606744	.86	1	7	2	 	Local Authority	Primary	0	0	1.61950270144881
8814239902	1.53	1	7	4	 	Local Authority	0	Secondary	0	4.38953402993985
8815168854	1.68	1	7	1	 	Local Authority	Primary	0	0	.395693062865651
8823996819	1.68	1	7	4	 	Local Authority	0	Secondary	0	.762331292811728
8837160686	.82	1	7	3	 	Local Authority	Primary	0	0	.454437014337521
8837343286	.75	1	7	4	 	Local Authority	0	Secondary	0	2.47836498522716
8840134739	1.32	1	7	4	 	Local Authority	0	Secondary	0	.974353631901683
8844524826	.48	1	7	2	 	 	 	 	 	 
8847031057	.61	1	7	3	 	Local Authority	0	Secondary	0	.525019047273525
8859818740	1	1	7	4	 	Local Authority	0	Secondary	0	.645798730255797
8860714626	1.99	1	7	4	 	Local Authority	0	Secondary	0	2.55564805871231
8861604784	.84	1	7	4	 	Local Authority	0	Secondary	0	1.86384897456849
8865342363	1.89	1	7	2	 	Local Authority	Primary	0	0	.243823706804732
8866913462	2.16	1	7	1	 	Local Authority	Primary	0	0	.241629882257969
8871166794	.83	1	7	2	 	Local Authority	Primary	0	0	1.82371187417311
8874600957	.32	1	7	3	 	Local Authority	Primary	0	0	3.5207835775577
8874992495	1.4	1	7	3	 	Local Authority	Primary	0	0	.422454731302657
8875079257	.57	1	7	1	 	Independent	Primary	Secondary	0	1.73312809682378
8891476909	.41	1	7	4	 	Local Authority	0	Secondary	0	4.99852078119117
8896470223	1.68	1	7	4	 	Local Authority	0	Secondary	0	3.71065775840349
8897114526	1.65	1	7	4	 	Local Authority	0	Secondary	0	10.7587977488193
8901089336	.62	1	7	3	 	Local Authority	0	Secondary	0	.165601932355876
8905188836	.57	1	7	1	 	Local Authority	Primary	0	0	.269920358624539
8905237088	1.18	1	7	3	 	Local Authority	Primary	0	0	1.30111836509981
8914067721	.82	1	7	4	 	Local Authority	0	Secondary	0	.912172132878439
8920689439	.41	1	7	3	 	Local Authority	Primary	0	0	.743750630251834
8926843930	1.38	1	7	4	 	Local Authority	0	Secondary	0	.797160586080371
8928268826	.83	1	7	1	 	Local Authority	Primary	0	0	1.1887009716493
8945598718	.33	1	7	3	 	Local Authority	Primary	0	0	10.308153277867
8953045154	2.35	1	7	3	 	Local Authority	Primary	0	0	.261237439889461
8954664496	1.3	1	7	1	 	Local Authority	Primary	0	0	1.40008928286735
8960137725	.9	1	7	3	 	Local Authority	Primary	0	0	1.35681465204353
8966504931	1.37	1	7	3	 	Local Authority	Primary	0	0	1.36582575755475
8972171749	.76	1	7	4	 	Local Authority	0	0	Special	.772715342153888
8973440336	.71	1	7	4	 	Local Authority	0	Secondary	0	15.0098790468145
8976090280	1.32	1	7	2	 	Local Authority	Primary	0	0	.871335756181278
8981493333	.8	1	7	2	 	Local Authority	Primary	0	0	.479400667500578
8982116956	.68	1	7	3	 	Local Authority	0	Secondary	0	1.24182204844333
8997105373	.54	1	7	4	 	Local Authority	0	Secondary	0	12.6429500117655
9007393149	.14	1	7	1	 	Local Authority	Primary	0	0	1.6768795424836
9022605428	1.66	1	7	2	 	Local Authority	Primary	0	0	4.41026371093612
9025552584	1.53	1	7	4	 	Grant-aided	Primary	Secondary	0	.145962323905863
9033150397	.8	1	7	1	 	Local Authority	Primary	0	0	.542705260707873
9034066591	1.71	1	7	2	 	Local Authority	Primary	0	0	1.30585527528896
9036687533	1.23	1	7	3	 	Independent	0	0	Special	10.3463263528655
9055297751	.86	1	7	2	 	Local Authority	Primary	0	0	.00447213595499958
9060772517	1.4	1	7	3	 	Local Authority	0	Secondary	0	.576459018491341
9068332770	.76	1	7	3	 	Local Authority	Primary	0	0	.55332630517625
9068848713	.4	1	7	1	 	Local Authority	Primary	0	0	5.02368569876739
9083905461	.75	1	7	3	 	Local Authority	0	Secondary	0	1.21018387032715
9097739993	.49	1	7	2	 	Local Authority	Primary	0	0	.601847987451981
9100230959	.49	1	7	1	 	Local Authority	Primary	0	0	.580273211513335
9121171515	2.15	1	7	1	 	Local Authority	Primary	0	0	.904124991359049
9128561480	1.53	1	7	4	 	Local Authority	0	Secondary	0	2.84546393405364
9152557840	.55	1	7	1	 	Local Authority	Primary	0	0	1.47825200828546
9169031316	.62	1	7	3	 	Local Authority	Primary	0	0	1.15391594147927
9172633709	1	1	7	4	 	Local Authority	0	Secondary	0	.392796384912081
9204271402	1.4	1	7	3	 	Local Authority	Primary	0	0	1.19317433763889
9210774516	.27	1	7	4	 	Local Authority	0	Secondary	0	1.4563670553813
9212320786	.96	1	7	4	 	Local Authority	0	Secondary	0	6.27082929125008
9225759026	.77	1	7	2	 	 	 	 	 	 
9226958281	.82	1	7	4	 	Local Authority	0	Secondary	0	1.10719916907483
9243563371	.84	1	7	4	 	Local Authority	0	Secondary	0	14.1161757569109
9257586979	.82	1	7	4	 	Local Authority	0	Secondary	0	1.28135631266249
9263610308	.57	1	7	1	 	Local Authority	Primary	0	0	1.62334869944815
9269074098	.81	1	7	2	 	Local Authority	Primary	0	0	.239301065605651
9269895078	.49	1	7	1	 	Local Authority	Primary	0	0	.4660386250087
9275033617	.92	1	7	1	 	Local Authority	Primary	0	0	1.06882552364734
9278397811	1.16	1	7	1	 	Local Authority	Primary	0	0	.919238815542512
9281956650	.49	1	7	4	 	Local Authority	0	Secondary	0	5.8917926813492
9283770722	.16	1	7	4	 	Local Authority	0	Secondary	0	.444425471817267
9285401734	1.18	1	7	2	 	Local Authority	Primary	0	0	.562147667432677
9288255837	.81	1	7	2	 	Local Authority	Primary	0	0	.704569372028049
9291716236	.82	1	7	4	 	Independent	Primary	Secondary	0	5.82452410073132
9292184188	.29	1	7	2	 	Local Authority	Primary	0	0	.405842333917988
9306685295	1.59	1	7	4	 	Local Authority	0	Secondary	0	1.02621878758869
9312124140	.83	1	7	1	 	Local Authority	Primary	0	0	.402404025824792
9327628146	.66	1	7	4	 	 	 	 	 	 
9331685471	.82	1	7	4	 	Local Authority	0	0	Special	2.45934706782105
9342294288	1.95	1	7	1	 	Local Authority	Primary	0	0	.671590649130853
9350011432	.7	1	7	1	 	Local Authority	Primary	0	0	.707952682034612
9355337079	2.15	1	7	2	 	Local Authority	Primary	0	0	1.45601098896952
9358440488	1.3	1	7	2	 	Local Authority	Primary	0	0	1.37900580129309
9360386347	.98	1	7	3	 	Local Authority	Primary	0	0	.247121427642364
9361911210	1.09	1	7	1	 	Local Authority	Primary	0	0	.698153278299257
9376876852	.72	1	7	1	 	 	 	 	 	 
9385101804	.83	1	7	2	 	Local Authority	Primary	0	0	.188600106044509
9390374351	.62	1	7	3	 	Local Authority	Primary	0	0	.242330353030734
9390923343	.37	1	7	4	 	Local Authority	0	Secondary	0	1.40592353988402
9398816017	.56	1	7	3	 	 	 	 	 	 
9404496140	1.68	1	7	3	 	Local Authority	Primary	0	0	.510546765732582
9410126972	.87	1	7	4	 	Local Authority	0	Secondary	0	.9982384484681
9410345325	1.32	1	7	2	 	Local Authority	Primary	0	0	3.36241773133559
9425869187	.92	1	7	1	 	Local Authority	Primary	0	0	.830009638498253
9439317015	.29	1	7	2	 	Local Authority	Primary	0	0	.27830379084734
9458111365	1.13	1	7	2	 	 	 	 	 	 
9459081594	1.65	1	7	4	 	Local Authority	0	Secondary	0	3.53389813095963
9466362916	.56	1	7	3	 	Local Authority	0	Secondary	0	4.81208530680827
9468937865	.81	1	7	2	 	Local Authority	Primary	0	0	.896924188546613
9474313277	.08	1	7	4	 	Local Authority	0	Secondary	0	.906885880362022
9475955632	.66	1	7	2	 	Local Authority	Primary	0	0	.783934946280621
9477215911	1.74	1	7	4	 	Local Authority	0	Secondary	0	4.55313188915059
9486479148	1.74	1	7	4	 	Independent	Primary	Secondary	0	10.9282787757268
9487445507	.81	1	7	3	 	Local Authority	Primary	0	0	.402318281960937
9487527762	.31	1	7	3	 	Local Authority	0	Secondary	0	2.16450571724817
9490435258	2.27	1	7	2	 	Local Authority	Primary	0	0	3.52979772791586
9492349968	1.84	1	7	1	 	 	 	 	 	 
9494741749	1.38	1	7	4	 	 	 	 	 	 
9496980309	.41	1	7	4	 	Local Authority	0	0	Special	4.32722197258241
9500107764	.94	1	7	4	 	Local Authority	0	Secondary	0	1.40742921669262
9501674240	1.53	1	7	3	 	Local Authority	0	Secondary	0	.292035956690268
9506787396	.75	1	7	1	 	Local Authority	Primary	0	0	1.14930326720148
9521883627	.97	1	7	2	 	Local Authority	Primary	0	0	5.8022287097287
9522099643	.4	1	7	2	 	Local Authority	Primary	0	0	.675393959108312
9535151402	.84	1	7	4	 	Local Authority	0	Secondary	0	.627659143166098
9552771634	.58	1	7	2	 	Local Authority	Primary	0	0	.774312598373551
9570320560	1.62	1	7	2	 	Local Authority	Primary	0	0	.574228177643696
9574133380	.4	1	7	2	 	Local Authority	Primary	0	0	.856168791769473
9577364082	.76	1	7	4	 	Local Authority	0	Secondary	0	2.77004999954874
9583990848	2.47	1	7	4	 	Local Authority	0	Secondary	0	1.1188654968315
9588659572	1.1	1	7	3	 	Local Authority	Primary	0	0	.331404586570554
9589545432	.7	1	7	1	 	Local Authority	Primary	0	0	.945596108283024
9596113371	.26	1	7	1	 	Local Authority	Primary	0	0	3.69238039752136
9598675136	.95	1	7	3	 	Local Authority	Primary	0	0	.130061523903113
9604785013	1.3	1	7	2	 	Local Authority	Primary	0	0	.870395312487378
9617001022	2.39	1	7	4	 	Local Authority	0	Secondary	0	10.9732959497136
9618543199	1.61	1	7	3	 	Local Authority	Primary	0	0	.509825460329317
9629051344	.41	1	7	3	 	Local Authority	0	Secondary	0	5.95461308566728
9631101763	2.83	1	7	1	 	Local Authority	Primary	0	0	.341052781838823
9639488351	.42	1	7	4	 	Local Authority	0	Secondary	0	.671053649122035
9650300633	.72	1	7	1	 	Local Authority	Primary	0	0	2.61595871527056
9657805431	1.3	1	7	3	 	Local Authority	Primary	0	0	1.90571823730582
9659566129	.27	1	7	4	 	Independent	Primary	Secondary	0	.896707867702743
9668287890	1.03	1	7	1	 	Local Authority	Primary	0	0	20.9956856520572
9671032423	1.2	1	7	2	 	Local Authority	Primary	0	0	.295330323536206
9672018684	.93	1	7	2	 	Local Authority	Primary	0	0	.1654841382127
9673751992	.94	1	7	3	 	 	 	 	 	 
9676010757	1.32	1	7	2	 	Local Authority	Primary	0	0	1.08903259822652
9678951096	1	1	7	4	 	Local Authority	0	Secondary	0	1.58858742283829
9679897934	1.44	1	7	1	 	Local Authority	Primary	0	0	.281966310044303
9685365519	.93	1	7	2	 	Local Authority	Primary	0	0	.335764798631423
9688028413	.08	1	7	4	 	Local Authority	0	Secondary	0	.74644557738659
9691405547	1.41	1	7	4	 	Local Authority	0	Secondary	0	3.58536371934564
9696327708	2.35	1	7	4	 	Independent	Primary	Secondary	0	22.6077790373137
9697051043	1.67	1	7	1	 	Local Authority	Primary	0	0	6.8257925547148
9722745664	.82	1	7	4	 	Local Authority	0	Secondary	0	11.1110793805102
9726156461	.77	1	7	2	 	Local Authority	Primary	0	0	.372361383604691
9726625741	.75	1	7	4	 	Local Authority	0	Secondary	0	14.3361279639936
9730703923	.84	1	7	4	 	Local Authority	0	Secondary	0	.509906854239086
9750281692	1.37	1	7	2	 	Local Authority	Primary	0	0	1.56883300577212
9753575101	.68	1	7	2	 	Local Authority	Primary	0	0	.97652547329806
9754996308	.72	1	7	1	 	Local Authority	Primary	0	0	.441072556389536
9756742957	1.32	1	7	4	 	Local Authority	0	Secondary	0	.701761355447847
9763230648	1.89	1	7	2	 	Local Authority	Primary	0	0	.852638844998279
